categories,channel_id,crawl_date,description,dislike_count,display_id,duration,like_count,tags,title,upload_date,view_count
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:35.9,"My fourth Super Smash Bros Ultimate Commercial with song.

DISCLAIMER: l DO NOT OWN ANY COMMERCIAL AND MUSIC USE IN THIS VIDEO, THEY BELONG TO THEIR RESPECTIVES OWNERS.

NOTE: No copyright infringement intended. NOTE 2: I do not own rights for these films. NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purpose such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,mTVXJNMOU0o,60,5,"super,smash,bros,ultimate,spider,riders,japanese,theme,brave,heart",Super Smash Bros Ultimate Commercial with Spider Riders Japanese Theme 2 Brave Heart,24/11/2018 0:00,357
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:31.0,"Spongebob is yet again having troubles collecting his beloved acorns.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",14,ztcqHU8vR20,304,93,"spongebob,scrat,ice,age,movie,spoof,shorts,parody,crossover","Spongebob Shorts - ""Gone Nutty""",29/12/2018 0:00,18680
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:35.4,"Here is the cast video of my Big Hero 6 Spoof Film, No complaints or dislikes! Enjoy and comment!

NOTE: I don't own nothing",2,bRRTRUlRXH8,104,30,"big hero 6,big hero 8,movie,spoof,parody,crossover,cast,video",Big Hero 8 (Dragon Rockz) cast video,24/11/2018 0:00,3160
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:37.1,"My second Super Smash Bros Ultimate Commercial with song.

DISCLAIMER: l DO NOT OWN ANY COMMERCIAL AND MUSIC USE IN THIS VIDEO, THEY BELONG TO THEIR RESPECTIVES OWNERS.

NOTE: No copyright infringement intended. NOTE 2: I do not own rights for these films. NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purpose such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,Tq2Y4GVboxY,60,7,"super,smash,bros,ultimate,commercial,spider,riders,theme,english,song",Super Smash Bros Ultimate Commercial with Spider Riders English Theme Song,24/11/2018 0:00,384
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:37.7,"My first Super Smash Bros Ultimate Commercial with song.

DISCLAIMER: l DO NOT OWN ANY COMMERCIAL AND MUSIC USE IN THIS VIDEO, THEY BELONG TO THEIR RESPECTIVES OWNERS.

NOTE: No copyright infringement intended. NOTE 2: I do not own rights for these films. NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purpose such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,AfI2eRhy6f4,60,15,"super,smash,bros,ultimate,commercial,song,theme,meme,kid,vs,kat",Super Smash Bros Ultimate Commercial with Kid vs Kat Theme Song,24/11/2018 0:00,408
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:40.0,"Here is the cast of my own The Little Shop of Horrors spoof film.

NOTE: I don't own nothing",0,oEZAWaekawU,75,26,"the little shop of horrors,movie,spoof,parody,crossover","""The Little Shop of Horrors (Dragon Rockz)"" cast video",31/10/2018 0:00,2276
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:40.6,"My final HMV of 2018, The villains is seeking an ice queen named ""Elsa"", Now the villains starts to sing ""In the Dark of the Night"".

Happy Halloween

Note: I don't own nothing",3,iN7yB5WXWb4,241,28,"in,the,dark,of,night,hmv,halloween",DRHMV: In the Dark of the Night,30/10/2018 0:00,1415
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:41.2,"Susan and Sid got encounter of that evil girl named ""Lauryn"".

I own nothing.",0,pfETMyGrZkA,293,25,"lauryn,is,big,bad,cat,hmv",DRHMV: Lauryn is a Big Bad Cat,29/10/2018 0:00,1442
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:44.7,"1. Sony Computer Entertainment)
2. PlayStation logo
3. Loading Screen
4. Copyright
5. Ubi Soft Entertainment
6. Coyote Developments
7. Canal+ Multimedia
8. Opening Terminator Armaggedon Cutscene
9. Title Screen

NOTE: This is fan made game
NOTE 2: No copyright infringement intended.
NOTE 3: I do not own the rights for these films.
NOTE 4: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,6ny5EC7o7BM,165,10,"opening,terminator,armaggedon,playstation,fanon,game,ubi soft",Opening to Terminator Armaggedon (Playstation),20/10/2018 0:00,421
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:49.0,"Here is the cast of my own Corpse Bride spoof film.

NOTE: I don't own nothing",1,TKkSwlvZIlE,129,24,"corpse,bride,cast,video,movie,spoof,halloween","""Togruta Bride"" cast video",14/10/2018 0:00,1807
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:47.8,"Looks like Ragear and Storm King are planning to become Human for getting all of the animals.

I own nothing.",1,dUSb9WR8Xm4,252,12,"ragear,sheep and wolves,storm king,my little pony movie",DRHMV: Becoming Human,15/10/2018 0:00,2492
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:51.2,"What if the anime film called Fast and Furious: An Epic Race  was made by Universal Pictures,Original Film,One Race Films,Toei Company and Toei Animation? If the Konami based on movie game called ""Fast and Furious (Series)"" make a anime film ""Fast and Furious: An Epic Race"" Just like a Yu-Gi-Oh The Movie.

NOTE: I don't own nothing",1,J5r98qvMpE0,67,7,"universal,pictures,original,film,one,race,films,toei,animation,company","Universal Pictures,Orignal Film,One Race Films,Toei Company and Toei Animation Logos",07/10/2018 0:00,945
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:57.3,"This is why the most hated cartoon character called ""Squidward Tentacles"", That's why Spongebob is pissed,furiously,angry,frustrated and insane for ruining lifes, and That's why Squidward is being brat,monster,stupid,jerk,dumb,bad,arrogant,horrible and awful, And by the way, He did this episodes on list

1. Squidward the Unfriendly Ghost

2. Fools In April

3. Artist Unknown

4.  Mermaid Man and Barnacle Boy

5. Can You Spare A Dime

From the Audio: Foster's Home for Imaginary Friends episode Bride to Beat.

NOTE: I don't own nothing",8,bAgXkIwoFp8,146,33,"spongebob,angry,squidward,monsters,inc,boo,sulley,mike",Squidward is such a jerk and stupid,27/09/2018 0:00,2478
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,56:01.8,"Here's my new Halloween intro for my Halloween videos and music videos.

I own nothing.",2,Ln8xT5BNDuw,97,40,"dragon,rockz,halloween,2018,intro",Dragon Rockz Halloween Intro (2018),04/09/2018 0:00,3580
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,56:00.1,"Here is the trailer of Carrie spoof called ""Sakuranator""

Warning: This spoof has a lot of corse language,extreme violence,sexual content and deals with mature themes not suitable for viewers Under 17 or 18,Viewer Discretion is Advised, Not for Kids.

A shy murderous girl, outcasted by her peers and sheltered by her religious abusive mother, unleashes her weapon telekinetic terror on her small town after being pushed too far at her senior prom.

NOTE: I don't own anything",0,OEKq1W72pfc,155,19,"sakura,kinomoto,carrie,sakuranator,spoof,parody,crossover,trailer,universal,studios,pictures","""Sakuranator"" Trailer",19/09/2018 0:00,2598
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:18.2,"I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,wK4kK_oQ2KM,142,11,"dragon rockz,jacob samra pictures,dragon,rockz,jacob,samra,logo,universal,studios,intro,spoof","Dragon Rockz,Jacob Samra Pictures and Universal Studios Logos (New) Logos",14/08/2018 0:00,587
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:18.7,"I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,j1xxKzuNjDA,119,12,"dragon,rockz,dragon rockz,jacob,samra,jacob samra,pictures,logo,spoof",Dragon Rockz and Jacob Samra Pictures New Intro Logos,14/08/2018 0:00,907
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:19.9,"Here is the cast of my own another The Incredibles Spoof Film.

I own nothing",3,JP0ZIF7A4JY,165,37,"the,incredibles,cast,video,sequels,parody,crossover,dragon,dinosaur","""The Incredibles (Dragon Rockz Animal Style)"" cast video",13/08/2018 0:00,6768
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:19.3,"I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,AhawqTzuguQ,93,8,"dragon,rockz,movie,spoof,parody,dragon rockz,universal,universal studios,universal pictures,logo",Dragon Rockz and Universal Studios Pictures Logos (New),14/08/2018 0:00,587
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:20.5,"Here's my new intro of Dragon Rockz.

I own nothing.",1,tZI6R8kApNE,70,37,"dragon,rockz,intro,spoof,parody,crossover",Dragon Rockz Intro (New),12/08/2018 0:00,1929
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:21.2,"Here is the cast of my own The Incredibles Spoof Film.

I own nothing",7,i6TPq7YaYkM,174,40,"the,incredibles,cast,video,movie,spoof,parody,sequels","""The Incredibles (Dragon Rockz)"" cast video",12/08/2018 0:00,7909
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:23.1,Here's is my own cast video of The Princess and the Frog spoof.,3,UnEh02OJdSw,178,33,"the,princess,and,frog,cast,video,spoof,parody,crossover","""The Soul Reaper and the Fox"" cast video",08/08/2018 0:00,4001
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:25.6,"Here's a cast of my own Carrie spoof film

No Complains,Dislikes,Enjoy and Comment

NOTE: Credit to Triceratops Warriorz",0,#NAME?,100,17,"sakura,kinomoto,carrie,spoof,parody,crossover,cast,video","""Sakuranator"" Cast Video",31/07/2018 0:00,2791
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:29.8,"Here's a cast of my own Jurassic Franchise spoof film

No Complains,Dislikes,Enjoy and Comment

NOTE: Credit to Triceratops Warriorz",1,szGRMhRnjOM,378,42,"jurassic,park,world,movie,spoof,parody,crossover","""Jurassic Franchise (Dragon Rockz)"" cast video",15/07/2018 0:00,4680
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:31.0,"1. Sony Computer Entertainment)
2. PlayStation logo
3. Konami Logo
4. Universal Interactive Logo
5. Raw Thrills Logo
6. Loading Screen
7. Title Menu Screen

NOTE: This is fan made game
NOTE 2: No copyright infringement intended.
NOTE 3: I do not own the rights for these films.
NOTE 4: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",0,gOCKZrRdmAw,75,6,"the fast and the furious,ps1,playstation,fanmade,game",Opening to The Fast and the Furious: Turbo Charged (PlayStation),10/07/2018 0:00,589
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:32.1,"Here's a cast of my own Balto spoof film
No Complains,Dislikes,Enjoy and Comment",0,355X_jVdvBA,208,36,"balto,cast,video,movie,spoof,parody,crossover","""Shining Armorto"" cast video",06/07/2018 0:00,4518
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:35.9,"Here's a cast of my own The Lion King spoof film No Complains,Dislikes,Enjoy and Comment

Credit to Triceratops Warriorz",4,7UMuLdBxjqI,147,62,"the,lion,king,movie,spoof,parody,crossover",The Dragon King cast video,24/06/2018 0:00,9617
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:39.5,"Here's a cast of my own Robin Hood spoof film No Complains,Dislikes,Enjoy and Comment",1,HO0kOUv3nTI,123,28,"robin,hood,cast,video,spoof,parody,crossover",Kyle Hood Cast Video,02/06/2018 0:00,3573
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:40.2,"Here's a cast of my own Coco spoof film No Complains,Dislikes,Enjoy and Comment",3,5ZOxG3iTCZo,118,48,"coco,movie,spoof,cast,video,crossover",Coco (Dragon Rockz) Cast Video,02/06/2018 0:00,6474
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:45.6,"Here is the trailer of Deadpool spoof called ""DEADLLOYD""

Warning: The following spoof may contain strong language,violence and mature themes not suitable for viewers under 17 to 18. Viewer discretion is advised

PARENTAL ADVISORY: EXPLICIT CONTENT

NOTE: I don't own anything

NOTE 2: In the honor of Deadpool 2",0,o4O1WQAGNzs,166,33,"deadpool,trailer,movie,spoof,lloyd,lego,ninjago","""DEADLLOYD"" Trailer",19/05/2018 0:00,1510
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:46.2,"Here's a cast of my own Tarzan spoof film No Complains,Dislikes,Enjoy and Comment

Credit For This Video Goes To Triceratops Warriorz",4,rCHS9Fq4Krc,124,45,"tarzan,movie,spoof,cast,video",Mushuzan 1 & 2 Cast Video,19/05/2018 0:00,8049
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:50.9,"Here's for my opening for Japanese Story spoof.

I don't own anything! I swear!
NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,Ln5N-py6_Fk,78,19,"dragon,rockz,spoof,jacob samra,cast,video",Dragon Rockz and Jacob Samra Pictures logos,23/04/2018 0:00,1070
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:50.3,"Jeremy bought a new 6-wheel-drive car, and he can't wait to show it off to Louis. Only problem is, Jeremy hasn't exactly mastered the controls yet, and they're pretty complicated.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use",1,LFe7SIObf9M,239,53,"monsters,inc,movie,spoof,parody,short,jeremy,nimh,louis,princess,frog",Jeremy's New Car,28/04/2018 0:00,9099
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:53.1,"Here is the second trailer of Rukia (Moana).

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",2,Jul3CKWUlcg,148,32,"rukia,moana,parody,spoof,trailer,movie",Rukia (Moana) Trailer 2,05/04/2018 0:00,3374
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:54.8,"Here's a cast of my own An American Tail spoof film No Complains,Dislikes,Enjoy and Comment

Credit For This Video Goes To Triceratops Warriorz",0,kQD4XBqQbhY,175,19,"an american tail,cast video,movie,spoof,parody,crossover",An American Tail (Dragon Rockz) Cast Video,31/03/2018 0:00,2989
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,56:03.7,"Requested by Kodi the Husky and Misty

Here is the second trailer of Sing.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,upqxd45KJiY,261,26,"sing,movie,spoof,parody,crossover,kodi the husty and misty,trailer",Sing (Dragon Rockz) Trailer 2,26/01/2018 0:00,3349
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,56:04.3,Here is the cast video of my own Frozen Spoof Film.,2,mvjiRoRT7KM,123,34,"frozen,movie,spoof,parody,crossover,cast,video",Frozen (Dragon Rockz) cast video,08/01/2018 0:00,5294
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,56:05.5,Here is the cast video of my own Jumanji spoof film and In The Honor of Jumanji 2 Welcome to The Jungle.,0,xW9qKNm-cW0,125,29,"jumanji,cast,video,animal,style,movie,spoof,parody,crossover",Jumanji (Dragon Rockz Animal Style) cast video,06/01/2018 0:00,5929
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:18.1,Here's the trailer of Jumanji (Dragon Rockz) and for the honour of Jumanji: Welcome to The Jungle.,2,Yotwx60BOfU,161,25,"jumanju,movie,spoof,parody,crossover",Jumanji (Dragon Rockz) Trailer,24/12/2017 0:00,3870
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:18.7,"Here's is my Dragon Rockz's first CMV video, Well yeah, Solo A Star Wars Story is coming to May 2018, I'm so excited.

NOTE: I don;t own nothing",5,6IlwSK_M7CM,128,15,"the,empire,is,coming,to,town,star,wars,christmas",CMV: The Empire is Coming to Town (2017 Version),22/12/2017 0:00,2272
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:19.9,"The FCC is going to destroy some Free Internet,Banished Websites,TV Channels and Pictures, But We Will protect the website and stop the FCC.

Join the War and Help the Internet: https://www.battleforthenet.com/?link_id=1&can_id=b30ce5c1892d26216397effe42fc3552&source=email-revealed-pais-plan-to-kill-net-neutrality-2&email_referrer=revealed-pais-plan-to-kill-net-neutrality-2&email_subject=revealed-pais-plan-to-kill-net-neutrality

NOTE: I don't own nothing.",5,UqHCDDvahh4,82,39,"the,freaking,fcc,music,video",MV: The Freaking FCC,12/12/2017 0:00,3554
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:19.3,"Heres the cast for my own Frosty The Snowman spoof. I hope you like it.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",4,VTZTlX6X_EY,74,26,"frosty,the,snowman,cast,video,movie,spoof,parody,crossover",Barney the Snow Dinosaur Cast Video,22/12/2017 0:00,2927
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:20.7,Here is the cast of my own The Sorcerer's Apprentice spoof film.,4,J3_0mDMKzjs,102,14,"the,sorcerer's,apprentice,movie,spoof,parody,crossover",The Sorcerer's Apprentice (Dragon Rockz) cast video,09/12/2017 0:00,1848
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:21.2,"Here's it my upcoming new Animal's Inc. Short film called ""Jeremy's New Car"", And It's Only Playing of upcoming in spoof called ""Japanese Story"", And Yeah It's Coming in 2018, But Animals University will be releasing on 2019.

NOTE: I don't own nothing.",1,HkdcYyrKEno,138,34,"monsters,inc,movie,spoof,parody,crossover,mikes,new,car,short,film",Jeremy's New Car Trailer,09/12/2017 0:00,7417
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:24.7,Dedicated to Fiver&Heather's Channel and Taylor Kreiner Here is my Christmas Intro for my Christmas spoofs and Christmas Music videos.,0,dYp9ShUmgMM,70,11,"dragon rockz,movie,spoof,parody,crossover,christmas,holiday",Dragon Rockz's Christmas Video Intro,29/11/2017 0:00,1757
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:27.0,"Here is the cast video of my own Over the Hedge Spoof Film.

NOTE: I don't own nothing",8,9MHHF166CYQ,96,46,"over the hedge,cast,video,movie,spoof,parody,crossover",Over the Animal Hedge cast video,17/11/2017 0:00,9009
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:30.4,"Here is the trailer of my The Shallows Spoof Movie.

I own nothing.",0,fe9fSHTO--A,77,16,"the shallows,movie,spoof,parody,crossover",The Shallows (Dragon Rockz Style) Trailer,14/10/2017 0:00,1663
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:29.8,"*Warning: Contains strong language*

Flash Sentry making a documentary about animals called ""Penguin"", But somehow Cody the Rockhopper Penguin is started to pissed and doing nasty and disgusting behavior on the cold weather, Because he's freezing his nuts off, Dedicated to The Animated Freak and Jacob Samra.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use perm",1,0926pP7N5Ww,106,18,"cody,surfs up,flash sentry,my little pony,equestria girls",Cody's Freezing His Nuts Off,26/10/2017 0:00,2126
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:31.0,"Here is the cast video of my own Jumanji spoof film.

NOTE: This cast has been recasted.",3,TMOablRJJbw,133,34,"jumanji,movie,spoof,cast,video,parody",Jumanji (Dragon Rockz Style) cast video,14/10/2017 0:00,6797
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:32.8,Here is the cast of my own Inside Out spoof film.,1,l2n65LhUv7c,135,28,"inside,out,movie,spoof,parody,crossover,cast,video",Inside Out (Dragon Rockz Style) cast video,02/10/2017 0:00,4372
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:34.5,"Requested by Kodi the Husty and Misty

Here's a sneak peek preview of Sing (Dragon Rockz).

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",7,_PLMYs_ctk0,266,59,"sing,movie,spoof,parody,crossover",Sing (Dragon Rockz Style) Sneak Peek,27/09/2017 0:00,10646
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:36.8,Here is the trailer of The Little Mer-Chinese Woman 2 Return to the Sea.,0,GmsWM7dM65U,69,28,"the,little,mermaid,return,to,sea,movie,spoof,parody,crossover,sequel",The Little Mer-Chinese Woman 2 Return to the Sea Trailer,22/09/2017 0:00,5812
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:38.6,Here is the cast video for my Ratatouille Spoof,2,TsbJEkg14Sk,97,27,"ratatouille,cast,video,movie,spoof,parody,crossover",Snaketatouille cast video,12/09/2017 0:00,4319
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:38.0,Here is the cast video for my Winnie the Pooh Spoof,2,L1YrpkcSvEw,72,38,"the,many,adventures,of,winnie,pooh,movie,spoof,parody,crossover",The Many Adventures of Surly the Squirrel cast video,13/09/2017 0:00,5375
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:40.8,"Arrrghhhhh!!!!!! I had enough about Tommy Ching is disrespecing peoples couple, And what that video of Tommy Ching killing my friend name Minecraft Rogers for a villain and now he's disrespecing Fiver & Heather's Channel and friends couples!

NOTE: No copyright infringement intended.
NOTE 2: I do not own rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10,JUhdpL25XKk,257,34,"my,reaction,tommy,ching,couples,spoof",My Reaction to Tommy Ching disrespecting F&H's couples,29/08/2017 0:00,4466
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:43.2,For Jacob Samra,2,fjZ0YUIPAW8,101,17,"winnie,the,pooh,movie,spoof,parody,crossover",Mufasa the Lion (Winnie the Pooh) Cast Video,20/08/2017 0:00,5308
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:43.9,Here is the cast video for my The Little Mermaid Spoof,0,mze7gKgrDvU,203,46,"the,little,mermaid,cast,video,movie,spoof,parody,crossover",The Little Mer-Chinese Woman cast video,18/08/2017 0:00,9797
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:45.1,"Here is the trailer of Monster House.

NOTE: No copyright infringement intended.
NOTE 2: I do not own the rights for these films.
NOTE 3: Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",1,smwb38V-mpI,152,54,"monster,house,movie,spoof,parody,crossover,style",Monster House (Dragon Rockz Style) Trailer,11/08/2017 0:00,13155
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:45.8,Here is the cast of my own Monster House Spoof Film.,4,4uW5FkuWpJ8,85,44,"monster,house,movie,spoof,parody,crossover,cast,video",Monster House (Dragon Rockz style) cast video,11/08/2017 0:00,11654
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:46.9,"Dedciated to Tyrannosaurus Rulez

This is my First video of Tod and Copper's Visitor",0,_HagrHZuJw4,65,19,"tod,copper,baymax,the fox and the hound,big hero 6,disney crossover",Tod and Copper's Visitor,09/08/2017 0:00,1764
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:52.3,Finished with my 10th remake movie spoof,2,n6pNboI_z1M,226,12,"the,pagemaster,movie,spoof,parody,crossover",The Pagemaster Part 23 - End Credits,21/07/2017 0:00,6122
Film & Animation,UCzPSQlQijuUJhTXW7XHAG9Q,55:49.9,For Jacob Samra,1,R4mgHfg1Ivs,134,16,"the,hunchback,of,notre,dame,movie,spoof,parody,crossover,cast,video,jacob,samra",The Tank Engine of Notre Dame cast video,31/07/2017 0:00,3004
