display_id,label,category,view_count,like_count,channel_id,description,dislike_count,duration,tags,title,upload_date
Y0u1TMYZoNg,Borderline,Film & Animation,673554,9963,UCzUpRdOwrILcg6c6dKxPr0g,"PRAN UP presents
Valentine Day Special Song

BOLO NA BOLO NA

Original Sound Track (OST) of Bangla Drama : X BOYFRIEND

Director : Kajal Arefin Ome

Cast : Afran Nisho, Tanjin Tisha, Tasnia Farin, Tanzim Hasan Anik & Many More.

Advisory : M M Kamal Raz

DOP : Tanvir Anzum

Edit & Color Grade : Arifin Sarker

Music & Song : Ahmed Souren

Associate Director : Ziaul Hoque Polash

Line Producer : TouHid TalukDer

Assistant Director : Shimul Sharma & Taosib Noor

Produced by : Cinemawala

Subscribe : https://goo.gl/PVwvV7


A CINEMAWALA Production.

© 2019 CINEMAWALA. All Rights Reserved.

#BanglaSong #NewSong #Songs2019
#BanglaNatokSong #NatokSong
#BanglaDramaSong #BanglaNewSong2019
#ValentineSong #ValentineNatokSong #ValentinesDayNatok
-----------------------------------------------------------------
-----------------------------------------------------------------
⚠️ Warning ⚠️

Don't re-upload, re-distribute or re-production CINEMAWALA's content to avoid copyright strikes.
-----------------------------------------------------------------
-----------------------------------------------------------------

CINEMAWALA Official :
➤ Website : https://www.cinemawalabd.com
➤ Facebook : https://www.facebook.com/cinemawalaproduction
➤ YouTube : https://www.youtube.com/cinemawalabd
➤ Twitter : https://twitter.com/CINEMAWALA__BD
➤ Google+ : https://plus.google.com/+CinemawalaBD
➤ Pinterest : https://www.pinterest.com/cinemawalabd
➤ Instagram :  https://www.instagram.com/cinemawalabd
➤ Fb Group : https://www.facebook.com/groups/cinemawalabd
➤ Facebook : https://www.facebook.com/CINEMAWALA.account

******************************************",353,242,"BOLO NA BOLO NA,x boyfriend natok song,bolo na,tanjin tisha song,natok song 2019,tanjin tisha new natok song,Bangla Song 2019,afran nisho,bangla natok,tanjin tisha,Bangla New Song,New Song 2019,bangla song 2019 dj,natok song new 2019,bangla natok song new,drama song bangla,songs,songs 2019 rap,songs 2019 new,songs 2019,songs 2019 bangla,songs 2019 bangla new,songs 2019 bass,bangla,2019,afran nisho new natok,afran nisho new natok 2019",Bangla New Song 2019 : BOLO NA BOLO NA || ft. Afran Nisho & Tanjin Tisha | X BOYFRIEND Natok Song 4K,2019-02-20 0:00:00
UOINV9hedpA,Borderline,Film & Animation,224764,9988,UCzTofbwOVFjbu2ywB8b0O7g,"WARNING; THIS VIDEO CONTAINS SPOILERS FOR SEVEN'S ROUTE

This was the first Mystic Messenger comic that I read, and it's remained one of my very favorites ^^

You can find the comic on blueplusiron's tumblr; http://blueplusiron.tumblr.com/post/150310568452/prologue-the-observational-diaries-of-saeran

Thanks so much to Ericdubyu and SirHenryEdwards for voicing Seven and Saeran respectively.

You can visit SirHenryEdward's youtube channel here;
https://www.youtube.com/user/SPIDAHMAYUN
or check out his casting call and BYVA pages here;
https://www.castingcall.club/m/sirhenryedward
http://www.behindthevoiceactors.com/members/SirHenryEdward/casting-call/auditions/

You can subscribe to Ericdubyu on his Youtube channel here;
https://www.youtube.com/user/EricDubyu
He would like your help in order to reach 3000 subscribers without posting any content. XD

Thanks so much for watching. ^^",29,135,"Mystic messenger,mystic messenger comic,voice acting,comic dub,Mystic messenger comic dub,cheritz",The observational diaries ~ Mysic Messenger comic dub,2016-10-08 0:00:00
thDdCBubvmc,Borderline,Film & Animation,326195,9908,UCzTofbwOVFjbu2ywB8b0O7g,"So why won't you talk to me?
Why won't you just talk to me?
There's a universe inside your head,
constellations of the things you left unsaid.
Talk to me or watch me leave.""

SPOILERS FOR SEVEN'S CGS

I wasn't sure what name to call him. He has three of them. ^^ I love Seven so much! He's most definitely my favorite out of the entire game. (But I think he's everyone's favorite to be honest)
I tried to combine two different themes in this AMV- Space (Getting married at the space station) and technology (For obvious reasons). I felt this song really captures the MC's feelings during the middle of his route.
This concludes each of my Mystic Messenger character routes AMVs.
Thanks so much for watching! ^^
(This one was so serious, so I might make a funny one later, IDK)

The song is Talk to me by Lauren Aquilin",91,208,"Mystic messenger,Cheritz,Mystic messenger amv,707,Luciel,AMV,Talk to me,Lauren Aquilina",Talk to me ~ 707 Mystic Messenger AMV,2016-09-02 0:00:00
HdfTSiaRxA0,Borderline,Film & Animation,76608,317,UCzTofbwOVFjbu2ywB8b0O7g,My first ever animation! It took me days to make and I am very proud of it. :) The Weasley brothers and sister star in the song I'm too young to go to Hogwarts by Ginny and the Weasleys. The link to the website is right here. http://www.ginnyandtheweasleys.co.uk/ .I love the group and all the songs are amazing! I hope you liked the video! Please comment and rate!,11,156,"Ginny,Hogwarts,Harry,Potter,Puppet,Pals,Weasley,Fred,George,Percy,Charlie,Bill,Ron,animation,too,young,to,go,I'm,and,the,weasleys,uk",Potter Puppet Pals ~ I'm too young to go to Hogwarts,2009-08-23 0:00:00
XhCCv1n139c,Borderline,Film & Animation,74245,1373,UCzTeeF5DIjaXWLgPrRQVvww,"i made Doraemon's Ice Roll Cake using leftover of chocolate eggs;)
most of chocolate eggs are from JSC(https://www.youtube.com/user/japanesestuffchannel)
of course,we can use other chocolate instead of chocolate eggs!
i made Pikachu's surprise egg chocolate roll cake before,so,which fo you like?;)

ingredients

doraemon face
20g butter(at RT)
20g powder sugar
20g egg white(at RT)
3g flour and 2g cocoa powder(sifted)
15g flour(sifted)
food color blue

roll cake
2 eggs
60g granulated sugar
60g sifted flour
1tbsp milk(at RT)
vanilla oil

chocolate whip cream
200ml fresh cream
about 75g chocolate eggs

related videos
Pikachu Surprise Egg Chocolate Swiss Roll Cake Recipe
https://youtu.be/1Tv7Yerk824

Doraemon Surprise Egg Chocolate Egg Plus
https://youtu.be/74Hn260kUeM",55,378,"decocookie,DIY,kawaii,confectionery,sweets,candy,ASMR,surprise egg,chocolate egg,roll cake,Doraemon,anime,ice cake,チョコエッグ,アイスロールケーキ,ロールケーキ,作り方,ドラえもん,ケーキ,哆啦A梦,recipe,レシピ,โดราเอมอน,도라에몽,rolled,ice cream roll",Doraemon Ice Cream Roll Cake with Chocolate Surprise Eggs Recipe,2018-08-11 0:00:00
J2jjIG1P6ss,Borderline,Film & Animation,41311,668,UCzTeeF5DIjaXWLgPrRQVvww,"i made Heart's new DIY candy kit""Crayon Shin-Chan Puripuri Character Manju"".it's weird kit,but fun to make;)
cakes are custard and caramel flavors.


decocookie's other DIY candy kit play list
goo.gl/iUedBm

♥decocookie google plus page♥
https://plus.google.com/u/0/113471759948837870266/posts

★our other channels★
""Japanese stuff everyday!""
http://www.youtube.com/user/japanesestuffchannel
""JP MONO""(my husband""30oyaji"" 's channel)
http://www.youtube.com/user/30oyaji",20,230,"decocookie,DIY,kawaii,confectionery,sweets,candy,ASMR,Crayon Shinchan,butt,cake,kit,DIY Candy,popin'cookin',Heart,Weird,クレヨンしんちゃん,プリプリ,キャラまん,おしり,ケーキ,新商品,おもしろい,kẹo DIY,ขนม DIY,日本DIY糖果,포핀쿠키",Weird and Interesting DIY Candy Kit,2017-10-02 0:00:00
xA5G5XuqU9I,Borderline,Film & Animation,134544,1287,UCzTeeF5DIjaXWLgPrRQVvww,"butt cupcake series!?? the 2nd is Doraemon! so next butt is…?
anyway,Doraemon's new movie 2017 ""kachi kochi nobita's antarctic big adventure"" will start soon,so i made Doraemon and Doramichan butt cupcakes!

ingredients
50g butter(at room temperature)
40g powder sugar
1 egg
1tbsp milk(at room temperature)
vanilla oil
50 flour sift with 1g baking powder

baking time
170degrees(preheated)for 20mins

marshmallow fondant
80g marshmallow
water 1tsp
100g powder sugar
cooking oil
food dye
microwave time(600W)for 40secs

previous butt cupcake video
How to make Butt Cupcakes 【Disney Characters】
https://youtu.be/4VhozFx8A-I

♥decocookie google plus page♥
https://plus.google.com/u/0/113471759948837870266/posts

★our other channels★
""Japanese stuff everyday!""
http://www.youtube.com/user/japanesestuffchannel
""JP MONO""(my husband""30oyaji"" 's channel)
http://www.youtube.com/user/30oyaji",51,315,"decocookie,DIY,kawaii,confectionery,sweets,candy,ASMR,doraemon,cupcake,butt,doramichan,movie,kachi kochi nobita's antarctic big adventure,2017,anime,Japan,ドラえもん,映画,のび太の南極カチコチ大冒険,ドラミちゃん,おしりカップケーキ,カップケーキ,料理,作り方,marshmallow fondant,マシュマロフォンダン",How to make Doraemon Butt Cupcake,2017-02-13 0:00:00
BsLv_DKY5Ks,Borderline,Film & Animation,138013,1324,UCzTeeF5DIjaXWLgPrRQVvww,"i made Heart's DIY candy making kit""Crayon Shin-chan Big Butt Pudding"".we can make Shin-chan's strawberry and custard flavored big butt easily with this kit;)

contents of this kit
pudding tray
strawberry pudding powder
custard pudding powder
chocolate sauce powder

prepared myself
milk 400ml


♥decocookie google plus page♥
https://plus.google.com/u/0/113471759948837870266/posts

★sister channels★
""Japanese stuff everyday!""
http://www.youtube.com/user/japanesestuffchannel
""JP MONO""(my husband""30oyaji"" 's channel)
http://www.youtube.com/user/30oyaji",48,240,"Heart,butt,pudding,flan,DIY,candy,sweet,stuff,Japan,Japanese,decocookie,kawaii,confectionery,ASMR,cooking,how to,recipe,easy,kit,Crayon Shin-chan,shinchan,crayon,クレヨンしんちゃん,でっかい,プリプリ,ぷりん,プリン,お尻,おしりプリン,プリケツ,hip,ハート,手作りキット,手作り,キット,おもしろ",Crayon Shin-chan Big Butt Pudding Kit クレヨンしんちゃん でっかい! ぷりぷりプリン,2015-12-28 0:00:00
fCFy3uoOiPc,Borderline,Film & Animation,3987,164,UCzTdZz7z2sPRGCImodwOw0g,"Whilst being pursued by a tenacious raider clan, Shadow and Boy encounter their first fellow survivor, unaware that they're being stalked by a masked mercenary...

REMEMBER, if you dig this series, be sure to check out our new YouTube channel, ""PassionateFriendTime"" for new non-Machinima content, songs, sketches, etc!!!!!",1,456,"apocalyptia,fallout,episode 2,web series,raider,zombie,apocalypse,passionatefriendtime,in real life,live action",APOCALYPTIA: Episode 2,2013-03-19 0:00:00
rzhRIK6RgGA,Borderline,Film & Animation,3099,129,UCzTdZz7z2sPRGCImodwOw0g,"Shadow and Boy continue traveling towards District 7, but they're not alone on their journey through the dead forest...",0,395,"apocalyptia,episode 3,skull,JT Machinima,short,fallout,live action,series,apocalypse,zombie,world war Z,raiders,patfan,passionatefriendtime,webseries,post apocalyptic",APOCALYPTIA: Episode 3,2013-04-05 0:00:00
3KjjVxQdUTY,Borderline,Film & Animation,3057,112,UCzTdZz7z2sPRGCImodwOw0g,"Shadow and Boy continue their journey through the wilderness with the Raider Clan in hot pursuit, and today they come across another mysterious traveler.",1,352,"apocalyptia,apocalypse,real life,live action,fallout,zombie,survivors,survival,end of the world,passionatefriendtime,web series,short film,shadow,boy,joey aaskov,christian ames,jt machinima",APOCALYPTIA: Episode 4,2013-04-12 0:00:00
XTnYAqOORng,Borderline,Film & Animation,6336,250,UCzTdZz7z2sPRGCImodwOw0g,What happens when the world as we know it is gone...all forms of government have disintegrated...beasts traverse the landscape...and one guy meets some other guy?  THIS HAPPENS.,6,345,"skull,JT machinima,apocalypse,apocalyptia,episode 0,zombies,raiders,fallout 3,live,action,passionatefriendtime",APOCALYPTIA: Episode 1,2013-03-03 0:00:00
tgTsZgmck0I,Borderline,Film & Animation,7301,335,UCzTTM7g6KJ1lFF9wuJCdvTg,"So, the Grammy's are tonight and I totally don't care.

Links:

Black Reel Awards Official Website:
http://blackreelawards.com

Black Reel Awards (Wikipedia):
https://en.wikipedia.org/wiki/Black_Reel_Awards

'NAACP Image Awards: Taraji P. Henson Says ‘We Don’t Need to Ask for Acceptance From Anyone:’
http://variety.com/2016/film/news/naacp-image-awards-taraji-p-henson-straight-outta-compton-1201698860/

'Black Actors Sweep SAG Awards and make a statement to #OscarSoWhite:'
http://dislikely.com/black-actors-sweep-sag-awards-and-make-a-statement-to-oscarsowhite/

'#SAGSoBlack: Black Actors Shine At The 2016 SAG Awards Amid Oscar Controversy:'
https://www.yahoo.com/music/sagsoblack-black-actors-shine-2016-123000785.html

'Uzo Aduba, Idris Elba and More Sweep #SAGsSoBlack:'
https://www.colorlines.com/articles/uzo-aduba-idris-elba-and-more-sweep-sagssoblack",49,612,"Grammy Awards,Black Reel Awards,NAACP Image Awards,SAG Awards,Uzo Aduba,Idris Elba,Taraji P. Henson,Black people,African Americans",On Black Awards Shows,2016-02-15 0:00:00
q4o7KveCJcA,Borderline,Film & Animation,85977,2251,UCzTNZiI_YtU6so8YOkQQwng,"Best Budget Gaming Pc Build For Rs 20000 Urdu //Pakistan 2017

Thumbs up :) that helps alot

Join My Facebook Page For Any Questions : https://www.facebook.com/NBTalks/

I hope you like this video if you did Dont Forget to subscribe

Ask Any Questions on Facebook Page :)

Social Media Links:

Skype: numan.butt67",134,202,"budget gaming pc in pakistan,budget gaming pc for 20000,budget gaming pc in urdu,best budget gaming pc in pakistan,budget gaming pc build for 20000,pc build pakistan,budget gaming pc build in urdu,Best Budget Gaming Pc Build For Rs 20000 Urdu //Pakistan 2017,budget gaming pc build in pakistan,gaming pc for 20000,gaming pc 20000 urdu,gaming pc 20000 pakistan",Best Budget Gaming Pc Build For Rs 20000 Urdu //Pakistan 2017,2017-06-27 0:00:00
a1IcN_36WWQ,Borderline,Film & Animation,4724,66,UCzTF8VGf1wY4juDDmDqgxWA,"Hello my friends and welcome to the vlog, in this video i talk about what happened to me, and how did i get 8 stitches across my face..then i talk about my test failure and then i visit the hospital and after that i pick up my 2015 camaro rs 2LT..after all this i go and fly my  Phantom 3 drone at my local park.

HOPE YOU enjoy the VLOG

COMMENT, LIKE, SUBSCRIBE  FOR MORE!!!!!",2,735,"accident,Vlog accident,stitches,stitches on my face,face stitches,RZR flip over,accident story,open cut,Phantom 3,2015 camaro service,phantom 3 standard vlog,visiting hospital,hospital,bad accident,caught on tape,accident in UTV,ATV accident,Blog accident,atv crash,UTV rollover,face cut,Blogging accident,Polaris rzr accident,2015 RS,RS 2lt,2LT,SS camaro",I Had a bad accident- Vlog # 29,2016-06-30 0:00:00
xgiiHkW8gNE,Borderline,Film & Animation,481,18,UCzTF8VGf1wY4juDDmDqgxWA,hello my friends...just a quick upload of the time i almost lost my 400$ go pro camera...i am very lucky to have it back..thanks for watching..sorry for the language..i was just very lucky it didn't get crushed or stolen,3,118,"Gopro,hero 6,lost gopro,lost and found,GoPro hero 6,dropped,ranned over,gopro 6,found gopro",I almost lost my GOPRO HERO 6!!!,2018-08-06 0:00:00
yevGdTxusSY,Borderline,Film & Animation,10735,73,UCzRvTYRrW7doQxFzshbHkNw,"This short video below is a small glimpse into the forgotten healing traditions of ancient Mesoamerican culture.  The elder featured here goes by the name of Aum Rak, and she is known for her deep knowledge of the Maya fire ceremony.",1,109,"Ethnobotany (Field Of Study),shaman,the sacred science,maya,Maya Civilization (Taxonomy Subject),Maya Peoples (Ethnicity),plant medicine,Indigenous Peoples Of The Americas (Ethnicity),Herbs (Musical Group)",Maya Fire Ceremony with AumRak,2014-03-27 0:00:00
bCv8eMxybRQ,Borderline,Film & Animation,7087,10,UCzRBOssI9G6VN6HNP--wGFA,"CLICK TO WATCH FULL DOCUMENTARY ONLINE: http://www.docsonline.tv/documentary/48

Story

The inhabitants of the village of Potosi in Bolivia predominantly live off the yield from the mines of Cerro Rico (rich hill). For hundreds of years, they've been mining minerals like silver and zinc there. Time seems to have stood still in Potosi. No large machines, just a hammer and chisel, headlamps and sticks of dynamite. But Cerro Rico is nearing depletion, so the locals have to find new sources of income. This lyrical documentary with social- economical undertone, not only gives an inside view of the fascinating hardships of the silver mines but also of a culture slowly losing its way.",0,245,"Bolivia,Potosi,mines,mining,silver mines,zinc mines,Cerro Rico,Colonial Spain,documentary,dutchdox,dutchdocs,Dutch documentary","Visiting the mines of Potosi, Bolivia",2011-05-30 0:00:00
EUL77bV-82k,Borderline,Film & Animation,73189,42,UCzR7770PbrKcG9OYGzBep9w,Check out all the fun and frolic that happened on the sets of the Ranbir Kapoor- Priyanka Chopra starrer Anjaana Anjaani in this first video blog exclusively on Bollywood Hungama.com.,0,274,"Special Features,Features,Blog,Ranbir Kapoor,Priyanka Chopra,Mamata Anand,Ravi k. Chandran,Siddharth Anand,Anjaana Anjaani,Anjaana Anjaani Blog Part 1,Bollywood Hungama",Video Blog Of 'Anjaana Anjaani' Part 1,2010-08-24 0:00:00
gwcvdXJJYdQ,Borderline,Film & Animation,7630,22,UCzQod7SvgQHwpPoZxefO6jQ,IN CINEMAS NOW,2,100,"2013,01,28,gandong,revised",《结婚那件事之后》幕后花絮：感动 篇,2013-02-18 0:00:00
GdLgGSbZ9yY,Borderline,Film & Animation,26922,20,UCzQod7SvgQHwpPoZxefO6jQ,"Release date: 3 Jan 2013 (Malaysia)

Director: Wong Jing

Cast:  Chow Yun Fat , Sammo Hung, Huang Xiaoming, Francis Ng

Synopsis
It was 1917, China. CHENG (Chow Yun-fat) was an innocent young man who worked in a grocery store and had no ambition, other than to be with his lovely neighbor, the Peking Opera student QIU. But a fateful night had changed Cheng`s life forever, as he literally walked right in the affair between his lady boss and the chief of police. To hide this secret, the chief decided to throw Cheng into prison, accusing him of raping his lady boss. Desolated, Cheng met a cellmate MAO, who happened to have an escape plan. The duo broke out, and Cheng had no choice but to leave his life, and his dream girl behind. Cheng found a job as a bouncer in the casino owned by the powerful inspector JIN (Sammo HUNG). As Jin indulged himself in debauchery all day long, Cheng began to climb up the underworld ladder step by step. He soon won the affection of the famed songstress BO. Although Bo loved him deeply, but Cheng found his heart belonged only to the vanished Qiu. As Cheng became one of most powerful mob bosses in Shanghai in the late 1930s, fame took its toll when he found himself stuck between the looming Japanese army and the scheming local secret service. To make things worse, he bumped into the love of his life Qiu, along with her writer husband. Would love re-kindle at the dusk of an era?",1,74,"The Last Tycoon,Chow Yun-fat,Sammo Hung,周润发,大上海,Huang Xiaoming",THE LAST TYCOON 《大上海》 Official Trailer (Chow Yun-fat),2012-12-02 0:00:00
sNLhcmRkr0w,Borderline,Film & Animation,79326,185,UCzQod7SvgQHwpPoZxefO6jQ,"Di Pawagam Malaysia: 29 November 2012
Penerbit: Sharad Sharan (Lagenda Budak Setan, Ombak Rindu)
Pengarah: Sharad Sharan
Pelakon: Farid Kamil, Maya Karin, Bront Palarae",12,245,"gscmovies,GSCMOVIES,GSC,Movies,Lagenda,Budak,Setan,Maya,Karin,Farid,Kamil,Bront,Palarae",Lagenda budak Setan 2 (OST) B'JAH - Hampah,2012-10-28 0:00:00
3eXeN9UYWZU,Borderline,Film & Animation,5461,20,UCzQod7SvgQHwpPoZxefO6jQ,"：《太极1从零开始》MV歌词
别看我level低得可以但我会太极
看我扭转乾坤请你不要太急
谁才是败笔
就算我起点太低
从零开始我也能把英雄之门开启
我一拳打得你 满地找牙 鸡飞蛋打 七上八下
难道你妈妈没有警告你我打架从不怕怕
最好不要惹我
我的拳头都忍不住打你
连步伐都能吓你
眼神都能轰炸你
哈哈 我怎么可能 怕怕
哈哈 谁尿裤子 怕怕
哈哈 我怎么可能 怕怕
哈哈 我是从小 吓大
哈哈 我怎么可能 怕怕
哈哈 谁尿裤子 怕怕
哈哈 我怎么可能 怕怕
咿哈哈 有种跟我打啊
站起来 都给我站起来作战
从零开始也能够逆转
站起来 把拳头都举起来
让世界看见我们的精彩
牛逼 你过来打我啊
我可以往左闪 还可以往右闪
还差一点就走起来
管你们搞什么飞机 搞我没戏
被人类膜拜 是哥有魅力
其实这些姐也不错哦 BABY
我打太极的动作 太帅气
好基友们都激动得说 我爱你
哈哈 我怎么可能 怕怕
哈哈 谁尿裤子 怕怕
哈哈 我怎么可能 怕怕
哈哈 我是从小 吓大
哈哈 我怎么可能 怕怕
哈哈 谁尿裤子 怕怕
哈哈 我怎么可能 怕怕
咿哈哈 有种跟我打啊
站起来 都给我站起来作战
从零开始也能够逆转
站起来 把拳头都举起来
让世界看见我们的精彩",0,230,"gscmovies,GSC Movies,GSC,GSCMOVIES,冯德伦,洪金宝,梁家辉,舒淇,吴彦祖,Angelababy,冯绍峰,袁晓超,彭于晏,怪珈,太极",Tai Chi - OST - music video (太极 - 电影原声带),2012-09-20 0:00:00
Szi6n8fCK8A,Borderline,Film & Animation,45018,71,UCzQod7SvgQHwpPoZxefO6jQ,"导演 Director：冯德伦 Stephen Fung
动作导演 Action Director：洪金宝 Sammo Hung
演员 Cast：梁家辉 Tony Leung Ka-Fai、舒淇 Shu Qi、吴彦祖 Daniel Wu、Angelababy、冯绍峰 William Feng、袁晓超 Yuan Xiaochao、彭于晏 Eddie Peng

In Cinemas 27 September, Malaysia",4,95,"gscmovies,GSC Movies,GSC,GSCMOVIES,冯德伦,洪金宝,梁家辉,舒淇,吴彦祖,Angelababy,冯绍峰,袁晓超,彭于晏,怪珈,太极,Rap,饶舌,太极村族谱,太极之从零开始,太极之英雄崛起,盛竹如",《太极之从零开始》终极预告，盛竹如配音 - Tai Chi 0 - Trailer (mandarin version),2012-08-25 0:00:00
flJbuQaamxQ,Borderline,Film & Animation,13525,23,UCzQod7SvgQHwpPoZxefO6jQ,"导演 Director：冯德伦 Stephen Fung
动作导演 Action Director：洪金宝 Sammo Hung
演员 Cast：梁家辉 Tony Leung Ka-Fai、舒淇 Shu Qi、吴彦祖 Daniel Wu、Angelababy、冯绍峰 William Feng、袁晓超 Yuan Xiaochao、彭于晏 Eddie Peng

In Cinemas 27 September, Malaysia",25,95,"gscmovies,GSC Movies,GSC,GSCMOVIES,冯德伦,洪金宝,梁家辉,舒淇,吴彦祖,Angelababy,冯绍峰,袁晓超,彭于晏,怪珈,太极,Rap,饶舌,太极村族谱,太极之从零开始,太极之英雄崛起,盛竹如",Tai Chi 0 - Official Trailer (English version),2012-09-03 0:00:00
98gI_cI54KY,Borderline,Film & Animation,2041,15,UCzQod7SvgQHwpPoZxefO6jQ,"The Impossible tells the true story of a family (led by Naomi Watts and Ewan McGregor) who nearly perished in Thailand during the 2004 tsunami.

Director: J. A. Bayona (The Orphanage)",0,151,"The Impossible,impossible,Naomi Watts,Ewan McGregor,GSC Movies,gscmovies,tsunami","The Impossible trailer (Naomi Watts, Ewan McGregor)",2012-08-24 0:00:00
DyZ-FkNUaWw,Borderline,Film & Animation,8667,26,UCzQod7SvgQHwpPoZxefO6jQ,"《太极村族谱》歌词

他们都去看英雄，
全是白日梦，
你跟我一样挑剔，
喜欢与众不同。
我不爱蜘蛛的酷和骄傲的钢铁，
我爱中国功夫蒸汽朋克的诙谐。
《太极》！
男主角是个清朝的白痴，
名叫杨露禅就像一张白纸。
头上长了一个包，其实是一个角，
小人物的骄傲，终有一天要咆哮。
女主角是个花痴，叫做陈玉娘，
Angelababy扮演所有宅男的幻想。
她从小住在太极村，有个爸爸和哥哥，
这些男人都是极品怪咖可真不好惹，
她的老爸是掌门人但有点神经病，
梁家辉越老越帅越癫狂简直要人命。
大哥冯绍峰，离家出走去追风追梦，
英俊的飞行员，不爱读书喜欢高空。
言归正传，为什么说她是个花痴，
因为他从小就暗恋表哥方子敬，
只不过是一个讨厌的海归，装腔作势。
好吧，我承认我嫉妒彭于晏 帅得令人发指，
总之方子敬不仅没有看上村姑陈玉娘，
还带了个火辣辣的洋妞Mandy回到家乡，
驾驶一个叫做""特洛伊一号""的机器大怪物，
说要碾过太极村来开铁路。
花痴心碎了一地，一蹶不振，
老爸嘴上不说，心里也跟着郁闷。
想想白痴和花痴，其实也挺合适，
不如携手太极拯救全村这才是大事。
花痴呀花痴，本身武艺高强，
算不上白富美，但也不做黑木耳。
白痴杨露禅其实天赋异禀，
脑子稍微有点脱线，但是腹肌挺硬。
一代英雄从零开始，
从此白痴白痴变成大师，
一代英雄从零开始，
从此白痴白痴变成大师。
故事还没结束，别忘了这是太极，
太极有两极，电影也有两集，
9.27第一集，10.25第二集，
两极连映，强强联手，
资深美少年吴彦祖，
风流俏老爸谢贤，
以及黄飞鸿里的鬼脚七熊欣欣，
都来共襄盛举。
当然还有绝世美人舒淇，
彩蛋连连，十一档期铁定让你翻天。



导演：冯德伦
动作导演：洪金宝
演员：梁家辉、舒淇、吴彦祖、Angelababy、冯绍峰、袁晓超、彭于晏

Director: Stephen Fung
Action Director: Sammo Hung
Cast: Tony Leung Ka-fai, Shu Qi, Daniel Wu, Angelababy, William Feng, Yuan Xiaochao, Eddie Peng

In Cinemas 27 September, Malaysia",0,131,"gscmovies,GSC Movies,GSC,GSCMOVIES,冯德伦,洪金宝,梁家辉,舒淇,吴彦祖,Angelababy,冯绍峰,袁晓超,彭于晏,怪珈,太极,Rap,饶舌,太极村族谱,太极之从零开始,太极之英雄崛起",Tai Chi - Rap (太极-太极村族谱 Rap),2012-08-24 0:00:00
X8_wYI50Vb8,Borderline,Film & Animation,20435,14,UCzQod7SvgQHwpPoZxefO6jQ,"Release Date: 13 Sep 2012 (Malaysia)
Language: Cantonese
Director: Lu Chi Leung
Cast:  Nicholas Tse, Lau Ching Wan, Yang Mi, Liu Kai Chi
Synopsis
In an arsenal during the warlord era in China, a girl, accused of stealing bullets, is shot to death by the Boss. Six months later, a series of murders occur. Policemen Bao and Guo investigate the case. But all the clues point to the dead girl! They then discover that ""stealing bullets"" is a cover-up for a conspiracy between the Boss and the Police Chief. The latter tries to have Bao and Guo killed, but that increases their determination to solve the mystery. Finally, they find the real murderer...",5,99,"刘青云,谢霆锋,消失的子弹,Nicholas Tse,Lau Ching Wan,The Bullet Vanishes,bullet vanishes,Gsc Movies,gscmovies",The Bullet Vanishes 消失的子弹 trailer (刘青云，谢霆锋),2012-08-22 0:00:00
75HITyNa_Ig,Borderline,Film & Animation,5650,9,UCzQod7SvgQHwpPoZxefO6jQ,"Release date: 26 July 2012 (Malaysia)

ONLY AT GSC MID VALLEY

'The Flying Machine: The World of Chopin's Études' is a unique, one-off film event in breath-taking 3D, which celebrated the 200th anniversary of Fryderyk Chopin's birth.

Audiences are invited to experience the transformative power of Chopin's music, as they watch the Flying Machine take to the skies for a series of animated adventures through the imaginations of nine acclaimed international directors, set to a rousing soundtrack performed by super-star pianist Lang Lang.

Meet Anna and her little cousin Chip Chip who must take to the skies in an amazing Flying Machine to travel home, criss‐crossing the world and experiencing a series of action packed, life‐affirming adventures along the way; experience the bravery and heroism of the Little Postman as he delivers mail through war-torn city streets; triumph with Papa's Boy when he bravely follows his dream and in so doing, earns the respect of his father; and alongside stressed, busy mother-of-two Georgie (played by Heather Graham) rediscover the inspirational power of Chopin's music and the power of imagination.",3,124,"The Flying Machine,Flying Machine,Chopin,Heather Graham,Lang Lang,Piano,pianist,Frederic Chopin",The Flying Machine trailer,2012-07-11 0:00:00
03NAGSuhXss,Borderline,Film & Animation,110144,82,UCzQod7SvgQHwpPoZxefO6jQ,"Release Date: 13 Sep 2012 (Malaysia)
Director: Lo Chi Leung
Cast: Nicholas Tse, Lau Ching Wan, Yang Mi, Liu Kai Chi

Synopsis
In an arsenal during the warlord era in China, a girl, accused of stealing bullets, is shot to death by the Boss. Six months later, a series of murders occur. Policemen Bao and Guo investigate the case. But all the clues point to the dead girl! They then discover that ""stealing bullets"" is a cover-up for a conspiracy between the Boss and the Police Chief. The latter tries to have Bao and Guo killed, but that increases their determination to solve the mystery. Finally, they find the real murderer...",11,63,"Nicholas Tse,The Bullet Vanishes,Lau Ching Wan,刘青云,谢霆锋,消失的子弹,预告,杨幂",The Bullet Vanishes 《消失的子弹》Trailer,2012-07-04 0:00:00
